,id,title,labels,fold
88,15737066,Recombination every day: abundant recombination in a virus during a single multi-cellular host infection.,"Caulimovirus	Genetic Markers	Genome, Viral	Models, Genetic	Plant Diseases	Plant Viruses	Recombination, Genetic	Restriction Mapping	Virus Diseases	Viruses",7
89,15737067,Lineage-specific expansions of retroviral insertions within the genomes of African great apes but not humans and orangutans.,"Animals	Chromosome Mapping	Endogenous Retroviruses	Gorilla gorilla	Hominidae	Humans	Introns	Molecular Sequence Data	Pan troglodytes	Pongo pygmaeus	Protein Biosynthesis	Retroelements	Species Specificity	Transcription, Genetic",2
90,15752064,Basal immunoglobulin signaling actively maintains developmental stage in immature B cells.,"Androstadienes	Animals	B-Lymphocytes	Bone Marrow Cells	Cells, Cultured	Gene Rearrangement	Gene Rearrangement, B-Lymphocyte	Green Fluorescent Proteins	Immunoglobulin Heavy Chains	Immunoglobulin Light Chains	Immunoglobulin M	Immunoglobulins	Mice	Mice, Knockout	Mice, Transgenic	Signal Transduction",2
91,15755745,A critical role for the Sp1-binding sites in the transforming growth factor-beta-mediated inhibition of lipoprotein lipase gene expression in macrophages.,"Animals	Base Sequence	Binding Sites	Cell Line	DNA-Binding Proteins	Electrophoretic Mobility Shift Assay	Gene Expression Regulation, Enzymologic	Humans	Lipoprotein Lipase	Macrophages	Mice	Molecular Sequence Data	Promoter Regions, Genetic	Sp1 Transcription Factor	Sp3 Transcription Factor	Transcription Factors	Transcription, Genetic	Transforming Growth Factor beta",9
92,15755746,Regulated chromatin domain comprising cluster of co-expressed genes in Drosophila melanogaster.,"Animals	Chromatin	Drosophila Proteins	Drosophila melanogaster	Gene Expression Regulation	Genes, Insect	Male	Molecular Sequence Data	Mutation	Organ Specificity	Proteasome Endopeptidase Complex	Repressor Proteins	Spermatogenesis	Testis",6
93,15755747,Expression of complementary RNA from chloroplast transgenes affects editing efficiency of transgene and endogenous chloroplast transcripts.,"Chloroplasts	Cytosine	DNA-Directed RNA Polymerases	Gene Expression Regulation, Plant	Phenotype	Photosynthesis	Plants, Genetically Modified	RNA Editing	RNA, Antisense	RNA, Complementary	RNA, Messenger	Tobacco	Transgenes",3
94,15755748,Conformational flexibility revealed by the crystal structure of a crenarchaeal RadA.,"Amino Acid Sequence	Archaeal Proteins	Crystallography, X-Ray	DNA-Binding Proteins	Humans	Models, Molecular	Molecular Sequence Data	Protein Conformation	Protein Structure, Quaternary	Rad51 Recombinase	Sulfolobus solfataricus",4
95,15755750,Characterizing the function and structural organization of the 5' tRNA-like motif within the hepatitis C virus quasispecies.,"5' Untranslated Regions	Base Sequence	Cell Line	Codon, Initiator	Genetic Variation	HeLa Cells	Hepacivirus	Humans	Molecular Sequence Data	Nucleic Acid Conformation	Peptide Chain Initiation, Translational	Point Mutation	RNA, Transfer	RNA, Viral	Ribonuclease H	Ribonuclease P",4
96,15755749,Translation of the F protein of hepatitis C virus is initiated at a non-AUG codon in a +1 reading frame relative to the polyprotein.,"Base Sequence	Cell Line	Codon, Initiator	Edeine	Frameshifting, Ribosomal	Hepacivirus	Humans	Molecular Sequence Data	Nucleic Acid Synthesis Inhibitors	Peptide Chain Initiation, Translational	Polyproteins	RNA, Viral	Reading Frames	Regulatory Sequences, Ribonucleic Acid	Viral Core Proteins",8
97,15755751,Developmentally regulated instability of the GPI-PLC mRNA is dependent on a short-lived protein factor.,"Animals	Gene Expression Regulation, Developmental	Glycosylphosphatidylinositol Diacylglycerol-Lyase	Half-Life	Phosphatidylinositol Diacylglycerol-Lyase	Protein Synthesis Inhibitors	Protozoan Proteins	RNA Stability	RNA, Messenger	RNA, Protozoan	Trypanosoma brucei brucei",1
98,15535842,Role of Notch signaling in cell-fate determination of human mammary stem/progenitor cells.,"Cell Differentiation	Cells, Cultured	Epithelial Cells	Female	Humans	Mammary Glands, Human	Proto-Oncogene Proteins	Receptor, Notch1	Receptors, Cell Surface	Receptors, Notch	Signal Transduction	Stem Cells	Transcription Factors",1
99,15535843,"The Na+-H+ exchanger-1 induces cytoskeletal changes involving reciprocal RhoA and Rac1 signaling, resulting in motility and invasion in MDA-MB-435 cells.","Actins	Breast Neoplasms	Cation Transport Proteins	Cell Line, Tumor	Cell Movement	Culture Media, Serum-Free	Cytoskeleton	Enzyme Activation	Humans	Membrane Proteins	Neoplasm Invasiveness	Signal Transduction	Sodium-Hydrogen Antiporter	rac1 GTP-Binding Protein	rhoA GTP-Binding Protein",3
100,15535845,The progesterone receptor Val660--,"Breast Neoplasms	Case-Control Studies	Genetic Predisposition to Disease	Humans	Leucine	Middle Aged	Polymorphism, Single Nucleotide	Postmenopause	Premenopause	Receptors, Progesterone	Valine",9
101,15535847,"Genetic polymorphism in the manganese superoxide dismutase gene, antioxidant intake, and breast cancer risk: results from the Shanghai Breast Cancer Study.","Adult	Alanine	Alleles	Antioxidants	Breast Neoplasms	Case-Control Studies	Cocarcinogenesis	Diet	Female	Genetic Predisposition to Disease	Humans	Middle Aged	Oxidative Stress	Polymorphism, Genetic	Postmenopause	Premenopause	Superoxide Dismutase	Valine",3
102,15535849,Proteotypic classification of spontaneous and transgenic mammary neoplasms.,"Animals	Biomarkers, Tumor	Carcinoma	Cell Differentiation	Disease Models, Animal	Disease Progression	Epithelial Cells	Female	Immunohistochemistry	Intercellular Signaling Peptides and Proteins	Keratins	Mammary Neoplasms, Experimental	Mice	Mice, Inbred BALB C	Mice, Inbred C3H	Mice, Transgenic	Proteomics	Proto-Oncogene Proteins c-myc	Wnt Proteins	Wnt1 Protein",6
103,15535848,"Birthweight, parental age, birth order and breast cancer risk in African-American and white women: a population-based case-control study.",Adolescent	Adult	African Continental Ancestry Group	Aged	Birth Order	Birth Weight	Breast Neoplasms	Case-Control Studies	European Continental Ancestry Group	Female	Humans	Incidence	Middle Aged	North Carolina	Parents	Risk Factors,2
104,15535844,"Frequency of CHEK2 mutations in a population based, case-control study of breast cancer in young women.","Adult	Breast Neoplasms	Case-Control Studies	Checkpoint Kinase 2	Female	Genes, BRCA1	Genes, BRCA2	Genetic Predisposition to Disease	Germ-Line Mutation	Heterozygote	Humans	Protein-Serine-Threonine Kinases",7
105,15535850,Ratios of involved nodes in early breast cancer.,"Adult	Aged	Aged, 80 and over	Breast Neoplasms	Female	Follow-Up Studies	Humans	Lymph Node Excision	Lymph Nodes	Lymphatic Metastasis	Middle Aged	Multivariate Analysis	Neoplasm Staging	Prognosis	Proportional Hazards Models	SEER Program	United States",8
106,15535846,Over-expression of lysophosphatidic acid receptor-2 in human invasive ductal carcinoma.,"Antibodies, Monoclonal	Breast Neoplasms	Carcinoma, Ductal, Breast	Female	Humans	Immunohistochemistry	Middle Aged	Neoplasm Staging	RNA, Messenger	Receptors, Lysophosphatidic Acid	Reverse Transcriptase Polymerase Chain Reaction",1
107,15535851,Menopausal status dependence of the timing of breast cancer recurrence after surgical removal of the primary tumour.,"Adult	Aged	Aged, 80 and over	Breast Neoplasms	Computer Simulation	Disease-Free Survival	Female	Humans	Lymph Nodes	Lymphatic Metastasis	Middle Aged	Neoplasm Recurrence, Local	Postmenopause	Premenopause	Proportional Hazards Models	Retrospective Studies	Risk Factors",9
108,15642166,The p53-dependent apoptotic pathway of breast cancer cells (BC-M1) induced by the bis-type bioreductive compound aziridinylnaphthoquinone.,"Antineoplastic Agents, Hormonal	Antineoplastic Agents, Phytogenic	Apoptosis	Aziridines	Blotting, Western	Breast Neoplasms	Female	Genes, p53	Humans	Naphthoquinones	Paclitaxel	Tamoxifen	Tumor Cells, Cultured	Tumor Suppressor Protein p53",0
109,15642157,Presence of papillomavirus sequences in condylomatous lesions of the mamillae and in invasive carcinoma of the breast.,"Adult	Aged	Aged, 80 and over	Breast Neoplasms	Carcinoma	DNA, Viral	Female	Humans	In Situ Hybridization	Middle Aged	Nipples	Papillomaviridae	Polymerase Chain Reaction",7
110,15642161,"Polychlorinated biphenyls, cytochrome P450 1A1 (CYP1A1) polymorphisms, and breast cancer risk among African American women and white women in North Carolina: a population-based case-control study.","Adult	African Continental Ancestry Group	Aged	Breast Neoplasms	Case-Control Studies	Cytochrome P-450 CYP1A1	Environmental Exposure	Environmental Pollutants	European Continental Ancestry Group	Female	Genetic Predisposition to Disease	Genotype	Humans	Middle Aged	Polychlorinated Biphenyls	Polymorphism, Genetic",8
111,15642168,Imaging in situ breast carcinoma (with or without an invasive component) with technetium-99m pentavalent dimercaptosuccinic acid and technetium-99m 2-methoxy isobutyl isonitrile scintimammography.,"Aged	Breast Neoplasms	Carcinoma in Situ	Carcinoma, Intraductal, Noninfiltrating	Carcinoma, Lobular	Female	Humans	Immunohistochemistry	Mammography	Middle Aged	Radionuclide Imaging	Sensitivity and Specificity	Technetium Tc 99m Dimercaptosuccinic Acid	Technetium Tc 99m Sestamibi",0
112,15642169,Breast fibroblasts modulate epithelial cell proliferation in three-dimensional in vitro co-culture.,"Breast	Breast Neoplasms	Cell Communication	Cell Proliferation	Epithelial Cells	Female	Fibroblasts	Humans	Tumor Cells, Cultured",4
113,15642167,Systemic chemotherapy induces microsatellite instability in the peripheral blood mononuclear cells of breast cancer patients.,"Adult	Aged	Aged, 80 and over	Antineoplastic Agents, Alkylating	Antineoplastic Combined Chemotherapy Protocols	Breast Neoplasms	Case-Control Studies	Female	Genomic Instability	Humans	Immunohistochemistry	Leukocytes, Mononuclear	Loss of Heterozygosity	Microsatellite Repeats	Middle Aged",6
114,15642171,Variants in estrogen-biosynthesis genes CYP17 and CYP19 and breast cancer risk: a family-based genetic association study.,"Adult	Alleles	Aromatase	Breast Neoplasms	Estrogens	Female	Genetic Predisposition to Disease	Genotype	Heterozygote	Humans	Middle Aged	Pedigree	Polymorphism, Genetic	Pregnancy	Prenatal Exposure Delayed Effects	Registries	Steroid 17-alpha-Hydroxylase",5
115,15642173,"Histopathological features of breast tumours in BRCA1, BRCA2 and mutation-negative breast cancer families.","Age of Onset	Biomarkers, Tumor	Breast Neoplasms	Case-Control Studies	Female	Genes, BRCA1	Genes, BRCA2	Genes, p53	Humans	Immunohistochemistry	Middle Aged	Mutation	Prognosis	Receptors, Estrogen	Receptors, Progesterone",1
116,15642172,Breast cancer oestrogen independence mediated by BCAR1 or BCAR3 genes is transmitted through mechanisms distinct from the oestrogen receptor signalling pathway or the epidermal growth factor receptor signalling pathway.,"Adaptor Proteins, Signal Transducing	Antineoplastic Agents, Hormonal	BRCA1 Protein	Breast Neoplasms	Cell Proliferation	Drug Resistance, Neoplasm	Female	Gene Expression Profiling	Gene Expression Regulation, Neoplastic	Genes, BRCA1	Humans	Receptor, Epidermal Growth Factor	Receptors, Estrogen	Reverse Transcriptase Polymerase Chain Reaction	Signal Transduction	Tamoxifen	Transfection	Tumor Cells, Cultured",9
117,15642170,Prenylation inhibitors stimulate both estrogen receptor alpha transcriptional activity through AF-1 and AF-2 and estrogen receptor beta transcriptional activity.,"Benzamides	Breast Neoplasms	Dimethylallyltranstransferase	Enzyme Inhibitors	Estrogen Receptor alpha	Estrogen Receptor beta	HeLa Cells	Humans	Immunohistochemistry	Luciferases	Methionine	Mutation	Transcription, Genetic	Transfection	Tumor Cells, Cultured	rho GTP-Binding Proteins	rhoA GTP-Binding Protein	rhoB GTP-Binding Protein",3
118,15642158,Membrane estrogen receptor-alpha levels in MCF-7 breast cancer cells predict cAMP and proliferation responses.,"Breast Neoplasms	Cell Membrane	Cell Proliferation	Cyclic AMP	Estrogen Receptor alpha	Female	Gene Expression Profiling	Humans	Signal Transduction	Tumor Cells, Cultured",1
119,15642162,Membrane estrogen receptor-alpha levels predict estrogen-induced ERK1/2 activation in MCF-7 cells.,"Blotting, Western	Breast Neoplasms	Cell Membrane	Cell Proliferation	Enzyme Activation	Enzyme-Linked Immunosorbent Assay	Estradiol	Estrogen Receptor alpha	Female	Gene Expression Profiling	Humans	Immunohistochemistry	Mitogen-Activated Protein Kinase 1	Mitogen-Activated Protein Kinase 3	Phosphorylation	Tumor Cells, Cultured",0
120,15642163,Alphavirus replicon particles containing the gene for HER2/neu inhibit breast cancer growth and tumorigenesis.,"Animals	Breast Neoplasms	Cancer Vaccines	Cell Transformation, Neoplastic	Encephalitis Virus, Venezuelan Equine	Female	Genes, erbB-2	Genetic Therapy	Genetic Vectors	Immunotherapy	Mammary Neoplasms, Animal	Mice	Mice, Inbred BALB C	Replicon	Tumor Cells, Cultured",6
121,15642160,Immunohistochemical expression of insulin-like growth factor binding protein-3 in invasive breast cancers and ductal carcinoma in situ: implications for clinicopathology and patient outcome.,"Adult	Aged	Aged, 80 and over	Breast Neoplasms	Carcinoma, Intraductal, Noninfiltrating	Cell Proliferation	Disease-Free Survival	Female	Gene Expression Profiling	Humans	Immunohistochemistry	Insulin-Like Growth Factor Binding Protein 3	Middle Aged	Mitogens	Prognosis	Treatment Outcome",4
122,15642156,"Aromatase 2004, Edinburgh, UK, 6-8 September 2004.",Aromatase	Aromatase Inhibitors	Breast Neoplasms	Clinical Trials as Topic	Endpoint Determination	Estrogens	Humans	Phenotype	Premenopause,3
123,15642159,Hypersensitive K303R oestrogen receptor-alpha variant not found in invasive carcinomas.,"Aged	Antineoplastic Agents, Hormonal	Breast Neoplasms	Carcinoma	Cell Transformation, Neoplastic	DNA Mutational Analysis	DNA, Neoplasm	Estradiol	Estrogen Receptor alpha	Female	Humans	Middle Aged	Neoplasm Invasiveness	Polymerase Chain Reaction	Postmenopause	Sensitivity and Specificity	Sequence Analysis, DNA",9
124,15642165,Atm heterozygous deficiency enhances development of mammary carcinomas in p53 heterozygous knockout mice.,"Animals	Ataxia Telangiectasia Mutated Proteins	Carcinoma	Cell Cycle Proteins	DNA-Binding Proteins	Female	Genes, p53	Genetic Predisposition to Disease	Loss of Heterozygosity	Male	Mammary Neoplasms, Animal	Mice	Mice, Inbred BALB C	Mice, Knockout	Neoplasms, Radiation-Induced	Protein-Serine-Threonine Kinases	Risk Factors	Tumor Suppressor Proteins",3
125,15642164,Letrozole sensitizes breast cancer cells to ionizing radiation.,"Antineoplastic Agents	Aromatase	Breast Neoplasms	Cell Cycle	Cell Survival	Female	Flow Cytometry	Humans	Nitriles	Radiation-Sensitizing Agents	Radiotherapy, Adjuvant	Transfection	Triazoles",6
126,15743513,Dose-dense adjuvant chemotherapy for primary breast cancer.,"Antineoplastic Combined Chemotherapy Protocols	Breast Neoplasms	Chemotherapy, Adjuvant	Disease-Free Survival	Dose-Response Relationship, Drug	Drug Administration Schedule	Female	Humans	Lymphatic Metastasis	Prognosis	Randomized Controlled Trials as Topic",0
127,15743497,The androgen receptor CAG repeat polymorphism and modification of breast cancer risk in BRCA1 and BRCA2 mutation carriers.,"Breast Neoplasms	DNA Mutational Analysis	Exons	Female	Genes, BRCA1	Genes, BRCA2	Genetic Predisposition to Disease	Genotype	Germ-Line Mutation	Humans	Polymerase Chain Reaction	Polymorphism, Genetic	Receptors, Androgen	Risk Assessment	Trinucleotide Repeats",7
128,15743496,Haplotype analysis of common variants in the BRCA1 gene and risk of sporadic breast cancer.,"Adult	Breast Neoplasms	Case-Control Studies	DNA Mutational Analysis	Female	Genes, BRCA1	Genetic Predisposition to Disease	Haplotypes	Humans	Menopause	Middle Aged	Odds Ratio	Polymorphism, Single Nucleotide	Risk Factors",6
